eleve_id,niveau_actuel,notes_n2,notes_n1,notes_actuelle,annee_partielle,tendance_notes,serie,riasec_R,riasec_I,riasec_A,riasec_S,riasec_E,riasec_C,moyenne_generale,filiere_choisie,score_60_40,match_riasec,ecart_notes_seuil,nb_consultations,en_favori,score_similarite_recherche,statut,satisfaction
147,BAC_1,11.48,8.54,6.92,False,-2.278,D,0.18,0.742,0.971,0.307,1.0,0.384,8.98,Lettres,0.681,0.869,-1.02,11,False,0.812,REORIENTE,3
148,LYCEE_TLE,9.44,10.35,8.79,False,-0.321,C,0.044,1.0,0.443,0.357,0.094,0.691,9.53,Lettres,0.684,0.837,-0.47,8,False,0.789,ADMIS,4
149,BAC_2,10.96,11.21,10.66,False,-0.152,D,0.701,0.974,1.0,0.642,0.449,0.392,10.94,Lettres,0.796,0.931,0.94,11,True,0.774,ADMIS,5
150,BAC_1,15.58,14.64,11.7,False,-1.938,G,0.574,0.396,1.0,0.474,0.443,0.421,13.97,Communication,0.911,0.92,3.97,4,True,0.843,ADMIS,4
151,BAC_1,13.5,11.06,11.91,True,-0.794,G,0.881,1.0,0.648,0.385,0.477,0.709,12.16,Agronomie,0.806,0.933,1.16,3,True,0.79,ADMIS,5
152,BAC_2,9.74,12.49,10.47,False,0.366,A,1.0,0.983,0.175,0.64,0.119,0.781,10.9,Agronomie,0.766,0.95,-0.1,8,False,0.751,ADMIS,4
153,BAC_1,14.15,15.07,17.09,False,1.47,A,0.716,1.0,0.414,0.193,0.457,0.898,15.44,Informatique,0.914,0.96,3.44,11,True,0.657,ADMIS,4
154,BAC_3,14.87,12.14,12.76,False,-1.059,D,0.616,0.617,0.567,0.299,1.0,0.64,13.26,Gestion_Commerce,0.864,0.889,3.26,10,True,0.742,ADMIS,5
155,BAC_1,9.57,8.5,11.83,False,1.128,G,1.0,0.928,0.511,0.431,0.953,0.953,9.97,Agronomie,0.719,0.934,-1.03,7,False,0.662,ADMIS,4
156,BAC_1,9.17,11.23,13.69,True,2.263,C,0.527,1.0,0.725,0.082,0.53,0.373,11.36,Lettres,0.758,0.839,1.36,4,False,0.893,ADMIS,3
157,LYCEE_TLE,12.0,12.42,12.22,False,0.111,C,1.0,0.877,0.146,0.819,0.459,0.017,12.21,Lettres,0.66,0.619,2.21,9,True,0.733,ADMIS,4
158,LYCEE_2ND,8.92,11.72,9.1,False,0.086,NA,0.593,0.95,0.832,0.323,0.138,1.0,9.91,Informatique,0.0,0.866,-2.09,0,False,0.166,ADMIS,4
159,BAC_2,13.86,12.76,14.36,True,0.25,A,0.627,0.786,0.56,1.0,0.698,0.106,13.66,Communication,0.867,0.867,3.66,9,True,0.919,ADMIS,4
160,LYCEE_2ND,12.33,15.57,12.46,True,0.062,NA,0.189,0.985,1.0,0.999,0.038,0.395,13.45,Gestion_Commerce,0.0,0.513,3.45,2,False,0.395,ADMIS,1
161,LYCEE_TLE,14.77,14.28,13.58,True,-0.598,C,0.704,0.401,0.852,0.915,1.0,0.277,14.21,Communication,0.922,0.924,4.21,10,False,0.733,ADMIS,4
162,BAC_1,11.23,11.48,15.82,True,2.294,D,0.875,0.849,1.0,0.075,0.909,0.619,12.85,Lettres,0.789,0.791,2.85,11,False,0.864,ADMIS,4
163,LYCEE_TLE,16.35,12.22,12.71,False,-1.822,C,0.603,0.491,0.945,1.0,0.233,0.106,13.76,Lettres,0.886,0.892,3.76,6,True,0.572,ADMIS,5
164,BAC_2,12.71,13.74,11.77,False,-0.469,C,0.325,0.233,0.818,1.0,0.513,0.044,12.74,Communication,0.88,0.951,2.74,10,False,0.915,ADMIS,4
165,BAC_1,12.48,14.86,15.86,True,1.689,E,0.895,1.0,0.337,0.536,0.011,0.86,14.4,Agronomie,0.884,0.913,3.4,10,True,0.649,ADMIS,5
166,COLLEGE,12.55,12.46,16.31,False,1.881,NA,0.644,0.96,0.817,0.113,1.0,0.462,13.77,Droit,0.0,0.794,1.77,0,False,0.362,ADMIS,3
167,BAC_2,8.95,9.49,11.61,False,1.333,C,0.047,0.538,1.0,0.973,0.222,0.759,10.02,Lettres,0.764,0.94,0.02,10,True,0.585,ADMIS,5
168,BAC_2,10.72,13.53,11.54,True,0.409,G,1.0,0.925,0.013,0.824,0.159,0.077,11.93,Agronomie,0.787,0.916,0.93,10,False,0.755,ADMIS,5
169,LYCEE_TLE,12.83,12.42,12.44,True,-0.193,D,0.509,0.642,1.0,0.265,0.033,0.045,12.56,Lettres,0.844,0.902,2.56,10,False,0.566,ADMIS,5
170,BAC_1,11.72,13.86,10.69,True,-0.516,C,0.478,1.0,0.091,0.16,0.845,0.832,12.09,Gestion_Commerce,0.774,0.817,2.09,11,False,0.745,ADMIS,3
171,LYCEE_TLE,12.27,12.91,12.61,False,0.17,C,0.007,0.738,0.161,0.396,0.884,1.0,12.59,Gestion_Commerce,0.855,0.919,2.59,10,False,0.791,ADMIS,5
172,LYCEE_TLE,10.43,9.1,7.61,False,-1.407,D,1.0,0.732,0.676,0.516,0.388,0.783,9.05,Lettres,0.636,0.791,-0.95,3,False,0.677,REORIENTE,2
173,BAC_3,14.08,14.45,17.89,True,1.906,D,0.736,0.825,0.275,0.217,1.0,0.584,15.47,Agronomie,0.921,0.903,4.47,11,True,0.643,ADMIS,5
174,BAC_1,12.01,10.4,9.79,False,-1.112,D,0.189,0.04,0.844,0.178,0.097,1.0,10.73,Communication,0.633,0.673,0.73,9,False,0.619,ADMIS,3
175,LYCEE_1ERE,10.44,8.28,8.35,False,-1.045,D,0.974,0.077,1.0,0.349,0.506,0.113,9.03,Lettres,0.585,0.707,-0.97,8,False,0.715,REORIENTE,3
176,LYCEE_1ERE,14.87,10.81,10.77,False,-2.049,D,0.716,0.752,1.0,0.692,0.85,0.327,12.15,Lettres,0.818,0.886,2.15,6,False,0.617,ADMIS,4
177,BAC_2,11.01,10.67,11.71,False,0.352,C,0.29,0.53,0.348,1.0,0.539,0.501,11.13,Communication,0.758,0.855,1.13,10,False,0.899,ADMIS,4
178,BAC_1,9.79,10.95,11.66,False,0.933,C,0.168,0.758,0.957,1.0,0.196,0.702,10.8,Lettres,0.805,0.955,0.8,7,True,0.755,ADMIS,4
179,BAC_1,13.15,14.25,11.86,False,-0.647,A,0.449,0.482,0.119,1.0,0.654,0.424,13.09,Gestion_Commerce,0.818,0.824,3.09,4,False,0.625,ADMIS,3
180,BAC_2,15.1,14.33,16.85,False,0.876,C,0.742,0.962,0.873,0.405,0.612,1.0,15.43,Lettres,0.91,0.85,5.43,6,False,0.788,ADMIS,5
181,BAC_2,12.8,12.49,14.11,False,0.653,E,0.043,1.0,0.049,0.624,0.61,0.834,13.13,Droit,0.819,0.957,1.13,11,False,0.935,ADMIS,4
182,LYCEE_1ERE,16.01,12.46,13.76,False,-1.126,G,0.612,0.306,1.0,0.042,0.662,0.853,14.08,Lettres,0.823,0.766,4.08,7,False,0.926,ADMIS,3
183,BAC_3,10.57,13.83,15.68,False,2.554,E,0.803,1.0,0.238,0.639,0.343,0.005,13.36,Agronomie,0.845,0.917,2.36,5,False,0.741,ADMIS,4
184,LYCEE_TLE,13.08,13.65,14.57,False,0.745,G,0.303,0.33,1.0,0.338,0.004,0.529,13.77,Communication,0.85,0.833,3.77,9,True,0.663,ADMIS,5
185,BAC_1,12.56,11.38,13.39,False,0.417,D,0.393,0.626,1.0,0.822,0.442,0.347,12.44,Lettres,0.876,0.964,2.44,10,False,0.772,ADMIS,5
186,BAC_1,11.55,14.38,12.89,False,0.668,A,1.0,0.917,0.511,0.313,0.384,0.138,12.94,Agronomie,0.841,0.94,1.94,10,False,0.684,ADMIS,4
187,LYCEE_TLE,10.03,9.01,12.89,False,1.428,E,0.677,0.944,0.635,1.0,0.932,0.115,10.64,Lettres,0.711,0.809,0.64,10,True,0.871,ADMIS,4
188,LYCEE_TLE,12.33,13.8,13.5,False,0.585,D,1.0,0.572,0.985,0.471,0.419,0.701,13.21,Lettres,0.829,0.834,3.21,8,True,0.685,ADMIS,4
189,BAC_1,13.32,12.07,13.48,True,0.08,C,0.4,0.931,0.813,0.554,1.0,0.447,12.95,Communication,0.857,0.898,2.95,8,False,0.947,ADMIS,3
190,BAC_3,12.36,13.29,9.28,False,-1.539,D,1.0,0.73,0.342,0.607,0.081,0.224,11.64,Agronomie,0.792,0.943,0.64,8,False,0.924,ADMIS,4
191,COLLEGE,9.75,9.84,8.77,False,-0.49,NA,0.484,1.0,0.16,0.093,0.962,0.587,9.45,Droit,0.0,0.857,-2.55,0,False,0.366,ADMIS,4
192,LYCEE_1ERE,11.9,12.33,14.78,False,1.439,B,0.131,0.978,0.015,0.635,1.0,0.38,13.0,Lettres,0.697,0.628,3.0,7,False,0.629,ADMIS,5
193,BAC_1,14.36,18.78,15.73,False,0.688,D,0.711,0.78,1.0,0.622,0.075,0.299,16.29,Lettres,0.953,0.922,6.29,8,False,0.757,ADMIS,4
194,BAC_2,12.91,12.15,11.82,False,-0.543,C,0.262,1.0,0.59,0.029,0.863,0.207,12.29,Communication,0.733,0.736,2.29,11,False,0.856,ADMIS,3
195,LYCEE_2ND,11.81,10.5,10.88,False,-0.467,NA,0.001,0.541,0.075,1.0,0.006,0.735,11.06,Communication,0.0,0.608,1.06,11,False,0.856,REORIENTE,4
196,BAC_1,12.46,12.18,8.93,False,-1.769,A,0.58,0.667,0.279,0.68,1.0,0.001,11.19,Communication,0.712,0.774,1.19,6,False,0.826,ADMIS,4
197,COLLEGE,10.87,8.67,8.34,False,-1.264,NA,0.289,0.065,0.398,0.855,0.76,1.0,9.29,Agronomie,0.0,0.656,-1.71,2,False,0.579,REORIENTE,4
198,BAC_3,13.05,16.67,11.94,False,-0.557,E,1.0,0.948,0.248,0.754,0.902,0.889,13.88,Agronomie,0.889,0.956,2.88,8,True,0.769,ADMIS,4
199,LYCEE_TLE,15.68,16.45,16.09,False,0.204,D,0.241,0.682,0.418,0.007,1.0,0.909,16.07,Gestion_Commerce,0.936,0.894,6.07,6,False,0.99,ADMIS,3
200,BAC_1,10.81,10.66,9.04,True,-0.883,E,0.78,0.897,1.0,0.202,0.173,0.614,10.17,Lettres,0.728,0.869,0.17,11,False,0.689,ADMIS,4
201,LYCEE_TLE,12.22,13.11,12.18,False,-0.019,D,0.515,0.833,1.0,0.137,0.925,0.737,12.5,Lettres,0.804,0.839,2.5,7,True,0.777,ADMIS,4
202,BAC_3,13.83,12.96,14.32,False,0.247,C,0.284,0.252,0.478,0.775,1.0,0.466,13.7,Gestion_Commerce,0.914,0.944,3.7,5,False,0.873,ADMIS,3
203,LYCEE_TLE,9.83,10.25,8.91,False,-0.461,D,0.994,0.39,0.936,1.0,0.023,0.261,9.66,Lettres,0.667,0.802,-0.34,8,False,0.585,ADMIS,4
204,BAC_1,11.23,11.98,15.33,False,2.048,D,0.575,0.092,1.0,0.161,0.501,0.491,12.85,Communication,0.811,0.828,2.85,5,False,0.811,ADMIS,4
205,BAC_1,12.12,11.46,14.65,False,1.266,C,1.0,0.062,0.358,0.611,0.387,0.543,12.74,Agronomie,0.793,0.872,1.74,9,False,0.653,ADMIS,3
206,BAC_3,13.2,13.69,12.25,True,-0.474,C,0.371,0.377,0.401,1.0,0.066,0.126,13.05,Lettres,0.789,0.779,3.05,10,False,0.638,ADMIS,4
207,BAC_2,6.47,6.48,9.12,False,1.324,C,1.0,0.526,0.11,0.12,0.225,0.322,7.35,Agronomie,0.632,0.963,-3.65,9,False,0.696,ADMIS,4
208,LYCEE_TLE,12.4,10.01,12.51,True,0.054,D,1.0,0.563,0.765,0.844,0.119,0.683,11.64,Communication,0.724,0.763,1.64,7,False,0.725,ADMIS,4
209,BAC_3,12.27,11.39,11.64,False,-0.315,G,0.848,0.12,1.0,0.827,0.37,0.559,11.77,Communication,0.786,0.859,1.77,2,False,0.999,ADMIS,5
210,BAC_2,15.12,14.25,14.1,False,-0.507,C,0.441,0.283,0.223,1.0,0.116,0.853,14.49,Droit,0.793,0.822,2.49,7,True,0.874,ADMIS,3
211,LYCEE_TLE,11.22,11.38,9.94,True,-0.64,G,0.038,0.649,0.928,1.0,0.666,0.973,10.85,Communication,0.783,0.915,0.85,11,False,0.723,REORIENTE,1
212,BAC_1,11.18,12.76,16.11,True,2.468,D,0.91,1.0,0.79,0.066,0.327,0.91,13.35,Informatique,0.816,0.937,1.35,9,False,0.825,ADMIS,3
213,COLLEGE,13.45,11.94,12.16,True,-0.647,NA,1.0,0.358,0.77,0.759,0.277,0.07,12.51,Informatique,0.0,0.72,0.51,9,False,0.825,ADMIS,4
214,LYCEE_1ERE,12.51,11.43,9.37,False,-1.566,D,0.426,1.0,0.66,0.943,0.147,0.455,11.1,Lettres,0.788,0.907,1.1,5,False,0.677,REORIENTE,2
215,LYCEE_TLE,13.88,12.5,13.22,False,-0.33,E,0.173,0.899,0.249,0.822,0.86,1.0,13.2,Gestion_Commerce,0.867,0.899,3.2,10,False,0.783,ADMIS,3
216,LYCEE_1ERE,14.74,13.66,14.03,False,-0.356,E,0.537,1.0,0.596,0.124,0.597,0.687,14.14,Lettres,0.846,0.801,4.14,4,False,0.748,ADMIS,5
217,LYCEE_2ND,15.3,17.17,16.17,True,0.432,NA,0.097,0.093,1.0,0.718,0.449,0.21,16.21,Agronomie,0.0,0.466,5.21,2,False,0.297,ADMIS,5
218,BAC_1,16.17,15.67,16.16,False,-0.01,C,0.969,0.681,0.241,0.561,0.863,1.0,16.0,Agronomie,0.96,0.934,5.0,5,False,0.566,ADMIS,5
219,LYCEE_1ERE,12.31,15.47,10.41,False,-0.951,E,0.152,0.832,0.192,1.0,0.709,0.093,12.73,Lettres,0.742,0.722,2.73,4,False,0.873,ADMIS,4
220,LYCEE_2ND,10.66,11.12,9.54,True,-0.558,NA,0.67,1.0,0.622,0.023,0.247,0.789,10.44,Medecine,0.0,0.818,-4.56,2,False,0.134,REORIENTE,3
221,BAC_3,14.27,14.57,11.98,True,-1.144,C,0.042,0.465,1.0,0.084,0.508,0.421,13.61,Lettres,0.886,0.903,3.61,11,False,0.718,ADMIS,4
222,LYCEE_2ND,14.34,15.53,17.03,True,1.343,NA,1.0,0.461,0.701,0.424,0.875,0.619,15.63,Agronomie,0.0,0.896,4.63,2,False,0.382,ADMIS,2
223,LYCEE_TLE,10.43,13.24,13.36,False,1.464,C,0.333,0.312,0.905,0.244,0.527,1.0,12.34,Lettres,0.782,0.814,2.34,7,True,0.642,ADMIS,4
224,BAC_1,11.4,9.74,11.26,False,-0.072,A,0.814,0.939,0.875,1.0,0.942,0.463,10.8,Lettres,0.749,0.861,0.8,10,False,0.652,ADMIS,3
225,BAC_1,14.4,16.48,16.96,False,1.281,G,0.942,0.886,0.473,0.003,0.315,1.0,15.95,Informatique,0.925,0.946,3.95,9,True,0.962,ADMIS,5
226,BAC_2,9.05,9.35,9.62,False,0.288,G,0.605,0.762,0.433,0.827,1.0,0.774,9.34,Gestion_Commerce,0.717,0.906,-0.66,5,False,0.835,REORIENTE,1
227,BAC_1,13.83,14.48,15.81,False,0.99,A,0.871,1.0,0.184,0.492,0.109,0.361,14.71,Agronomie,0.919,0.951,3.71,4,False,0.748,ADMIS,3
228,LYCEE_TLE,13.8,14.82,16.69,True,1.446,D,0.752,0.207,1.0,0.377,0.444,0.74,15.11,Communication,0.894,0.823,5.11,5,False,0.782,ADMIS,3
229,LYCEE_1ERE,12.76,12.6,12.1,False,-0.33,C,0.583,0.823,0.346,0.331,0.568,1.0,12.48,Lettres,0.732,0.721,2.48,3,False,0.618,ADMIS,4
230,BAC_1,10.69,10.56,10.24,False,-0.223,D,0.217,0.457,0.207,0.022,1.0,0.264,10.5,Gestion_Commerce,0.746,0.876,0.5,5,False,0.771,ADMIS,3
231,BAC_3,11.89,8.84,14.53,True,1.32,D,0.966,0.119,1.0,0.562,0.722,0.403,11.75,Communication,0.777,0.846,1.75,4,False,0.804,ADMIS,4
232,BAC_3,13.51,14.77,16.2,False,1.345,D,0.288,0.401,0.456,0.808,1.0,0.347,14.83,Communication,0.928,0.892,4.83,8,False,0.748,ADMIS,2
233,BAC_3,8.65,10.96,10.1,False,0.722,G,0.344,0.034,0.336,0.223,0.596,1.0,9.9,Gestion_Commerce,0.721,0.875,-0.1,4,True,0.795,REORIENTE,2
234,BAC_1,11.98,11.01,12.98,False,0.501,A,0.026,0.056,1.0,0.976,0.893,0.221,11.99,Communication,0.856,0.96,1.99,3,True,0.717,ADMIS,4
235,LYCEE_1ERE,16.59,16.96,15.79,False,-0.397,C,1.0,0.599,0.441,0.581,0.687,0.447,16.45,Lettres,0.826,0.709,6.45,8,False,0.64,ADMIS,4
236,BAC_2,11.28,11.26,11.37,False,0.046,D,1.0,0.354,0.57,0.817,0.242,0.997,11.31,Agronomie,0.73,0.862,0.31,3,True,0.769,ADMIS,4
237,BAC_1,12.8,14.49,11.76,False,-0.522,D,1.0,0.713,0.716,0.918,0.711,0.548,13.02,Agronomie,0.833,0.921,2.02,10,False,0.649,ADMIS,5
238,BAC_1,14.01,15.38,14.65,False,0.321,B,1.0,0.609,0.007,0.02,0.85,0.177,14.68,Agronomie,0.885,0.896,3.68,11,False,0.817,ADMIS,4
239,LYCEE_1ERE,14.72,15.86,15.36,False,0.321,G,0.779,0.243,0.117,1.0,0.118,0.271,15.31,Lettres,0.738,0.563,5.31,7,False,0.72,ADMIS,4
240,BAC_2,14.42,13.77,14.18,True,-0.118,D,0.993,0.844,0.421,1.0,0.552,0.024,14.12,Agronomie,0.868,0.906,3.12,8,False,0.683,ADMIS,5
241,BAC_2,13.27,11.74,12.65,False,-0.309,C,0.223,0.212,1.0,0.881,0.096,0.158,12.56,Communication,0.853,0.918,2.56,10,True,0.762,ADMIS,3
242,LYCEE_TLE,16.17,17.04,15.21,False,-0.476,C,0.722,0.261,0.485,0.68,0.34,1.0,16.14,Communication,0.832,0.72,6.14,6,False,0.821,ADMIS,4
243,BAC_1,14.88,15.28,13.8,False,-0.54,E,1.0,0.284,0.147,0.902,0.296,0.037,14.65,Agronomie,0.861,0.858,3.65,2,True,0.721,ADMIS,4
244,BAC_1,10.32,10.89,11.81,False,0.744,A,0.867,0.533,0.787,0.811,0.548,1.0,11.01,Lettres,0.728,0.813,1.01,7,False,0.702,ADMIS,4
245,LYCEE_1ERE,14.17,15.29,12.53,True,-0.823,C,0.279,0.659,0.324,1.0,0.171,0.453,14.0,Lettres,0.849,0.815,4.0,6,False,0.739,ADMIS,4
246,BAC_2,12.18,12.6,12.49,False,0.157,D,0.987,0.795,1.0,0.226,0.681,0.296,12.42,Lettres,0.783,0.811,2.42,7,False,0.881,ADMIS,5
247,LYCEE_2ND,14.59,15.23,15.87,False,0.636,NA,0.857,0.139,0.876,0.602,0.126,1.0,15.23,Lettres,0.0,0.745,5.23,7,False,0.881,ADMIS,3
248,BAC_2,11.26,13.3,10.33,True,-0.468,D,0.816,1.0,0.4,0.154,0.139,0.612,11.63,Informatique,0.772,0.979,-0.37,11,False,0.814,ADMIS,2
249,COLLEGE,17.34,15.73,17.14,True,-0.101,NA,0.764,0.991,0.046,1.0,0.901,0.96,16.74,Genie_Civil,0.0,0.873,3.74,6,False,0.489,ADMIS,5
250,BAC_3,14.18,14.41,14.62,False,0.218,C,0.5,1.0,0.544,0.288,0.453,0.615,14.4,Lettres,0.88,0.839,4.4,11,True,0.631,ADMIS,4
251,LYCEE_2ND,14.13,11.78,12.02,False,-1.053,NA,0.973,1.0,0.885,0.068,0.92,0.571,12.64,Medecine,0.0,0.725,-2.36,1,False,0.189,ADMIS,4
252,COLLEGE,11.61,11.73,12.9,False,0.645,NA,0.876,0.345,0.531,1.0,0.789,0.522,12.08,Lettres,0.0,0.726,2.08,11,True,0.631,ADMIS,5
253,LYCEE_2ND,10.3,9.18,11.23,True,0.464,NA,0.034,1.0,0.78,0.68,0.58,0.62,10.24,Agronomie,0.0,0.691,-0.76,4,False,0.881,REORIENTE,3
254,LYCEE_1ERE,11.19,10.29,12.84,True,0.827,C,0.44,0.959,0.859,0.477,1.0,0.66,11.44,Lettres,0.778,0.867,1.44,6,False,0.625,ADMIS,3
255,LYCEE_TLE,9.76,7.96,10.07,False,0.157,G,0.442,0.985,0.513,0.321,1.0,0.623,9.26,Gestion_Commerce,0.685,0.857,-0.74,11,True,0.897,REORIENTE,2
256,BAC_1,14.13,12.27,13.93,False,-0.099,D,0.468,0.292,0.434,0.896,0.913,1.0,13.44,Gestion_Commerce,0.899,0.936,3.44,4,False,0.734,ADMIS,5
257,BAC_2,10.33,10.69,7.75,False,-1.287,C,0.456,0.824,0.388,1.0,0.371,0.506,9.59,Lettres,0.681,0.829,-0.41,8,False,0.721,REORIENTE,3
258,LYCEE_1ERE,7.13,11.46,9.9,False,1.388,D,0.069,1.0,0.332,0.629,0.512,0.157,9.5,Lettres,0.671,0.818,-0.5,2,False,0.939,ADMIS,4
259,COLLEGE,12.24,10.54,8.54,False,-1.848,NA,0.434,0.101,0.407,0.999,0.765,1.0,10.44,Gestion_Commerce,0.0,0.896,0.44,0,False,0.107,REORIENTE,3
260,BAC_1,13.31,12.68,8.86,False,-2.227,C,0.305,0.519,0.169,1.0,0.464,0.366,11.62,Communication,0.738,0.789,1.62,9,False,0.905,ADMIS,4
261,BAC_3,13.94,16.79,15.38,False,0.723,A,0.317,0.375,0.711,0.82,1.0,0.307,15.37,Communication,0.967,0.945,5.37,7,False,1.0,ADMIS,3
262,BAC_2,16.12,12.39,13.13,True,-1.498,G,0.726,0.702,0.053,1.0,0.054,0.366,13.88,Agronomie,0.837,0.87,2.88,2,True,0.629,ADMIS,3
263,BAC_1,11.35,9.46,10.79,False,-0.279,C,0.595,0.27,0.607,0.182,1.0,0.942,10.53,Gestion_Commerce,0.763,0.903,0.53,10,False,0.791,ADMIS,4
264,BAC_2,12.28,15.91,14.23,False,0.974,D,0.029,1.0,0.653,0.447,0.936,0.883,14.14,Gestion_Commerce,0.889,0.873,4.14,7,True,0.873,ADMIS,5
265,BAC_1,12.98,10.39,14.18,False,0.6,D,1.0,0.922,0.27,0.015,0.71,0.953,12.52,Agronomie,0.811,0.917,1.52,5,False,0.654,ADMIS,3
266,LYCEE_1ERE,14.98,17.51,15.94,False,0.482,D,0.937,0.166,0.528,0.826,1.0,0.595,16.14,Lettres,0.791,0.651,6.14,2,True,0.811,ADMIS,5
267,BAC_2,14.57,11.78,14.7,False,0.065,A,0.281,0.161,1.0,0.241,0.206,0.636,13.68,Communication,0.849,0.837,3.68,11,False,0.743,ADMIS,3
268,LYCEE_2ND,14.03,13.93,11.22,False,-1.4,NA,1.0,0.217,0.707,0.652,0.646,0.212,13.06,Lettres,0.0,0.711,3.06,3,False,0.581,ADMIS,4
269,BAC_2,12.43,12.01,10.49,True,-0.969,B,1.0,0.948,0.386,0.327,0.147,0.982,11.64,Genie_Civil,0.715,0.949,-1.36,11,True,0.608,REORIENTE,3
270,LYCEE_2ND,11.28,11.65,11.7,False,0.209,NA,0.984,0.161,0.228,0.032,0.568,1.0,11.55,Lettres,0.0,0.432,1.55,1,False,0.323,ADMIS,4
271,LYCEE_2ND,11.06,14.76,9.81,True,-0.624,NA,0.881,0.168,0.911,0.582,1.0,0.073,11.88,Communication,0.0,0.851,1.88,0,False,0.552,ADMIS,3
272,BAC_2,14.53,13.32,12.75,False,-0.89,C,0.578,0.847,0.15,0.793,0.107,1.0,13.53,Agronomie,0.811,0.849,2.53,3,True,0.665,ADMIS,3
273,BAC_2,11.91,8.73,8.97,True,-1.47,E,0.738,0.237,0.38,1.0,0.697,0.831,9.87,Gestion_Commerce,0.702,0.846,-0.13,10,False,0.672,REORIENTE,2
274,BAC_2,13.08,15.96,14.88,False,0.903,G,1.0,0.928,0.874,0.28,0.971,0.932,14.64,Informatique,0.851,0.909,2.64,7,True,0.913,ADMIS,5
275,BAC_3,11.03,10.87,6.0,True,-2.514,C,0.332,0.138,0.817,1.0,0.855,0.663,9.3,Communication,0.73,0.93,-0.7,5,False,0.732,REORIENTE,3
276,BAC_1,14.3,14.38,14.0,False,-0.153,C,0.644,0.719,0.899,0.887,0.743,1.0,14.23,Lettres,0.892,0.871,4.23,5,False,0.81,ADMIS,5
277,BAC_1,13.66,10.63,10.45,True,-1.605,D,1.0,0.222,0.634,0.811,0.275,0.635,11.58,Agronomie,0.737,0.856,0.58,2,False,0.857,ADMIS,3
278,LYCEE_1ERE,9.03,10.42,11.96,True,1.461,A,0.006,0.438,0.97,0.899,1.0,0.585,10.47,Lettres,0.739,0.867,0.47,5,False,0.478,ADMIS,5
279,LYCEE_2ND,10.32,11.01,9.67,True,-0.324,NA,1.0,0.929,0.787,0.759,0.232,0.759,10.33,Agronomie,0.0,0.912,-0.67,1,False,0.285,ADMIS,5
280,LYCEE_1ERE,14.83,12.3,14.76,False,-0.032,C,0.415,0.961,1.0,0.203,0.41,0.276,13.96,Lettres,0.914,0.926,3.96,11,False,0.613,ADMIS,4
281,BAC_3,15.57,16.14,15.37,False,-0.098,C,0.367,0.343,0.633,0.463,0.121,1.0,15.69,Lettres,0.879,0.798,5.69,6,True,0.834,ADMIS,4
282,BAC_1,13.66,14.35,11.87,False,-0.896,A,1.0,0.819,0.489,0.684,0.479,0.749,13.29,Agronomie,0.87,0.963,2.29,9,True,0.795,ADMIS,3
283,BAC_2,15.81,13.74,13.93,False,-0.941,E,0.919,0.906,0.79,0.938,1.0,0.379,14.5,Communication,0.903,0.872,4.5,3,False,0.729,ADMIS,5
284,BAC_3,10.87,10.42,10.89,False,0.01,C,0.14,1.0,0.175,0.95,0.703,0.623,10.73,Gestion_Commerce,0.718,0.815,0.73,8,False,0.706,REORIENTE,2
285,BAC_1,10.74,11.9,10.78,False,0.019,E,0.073,0.596,0.963,0.413,1.0,0.23,11.14,Communication,0.808,0.937,1.14,11,False,0.8,ADMIS,5
286,LYCEE_1ERE,12.51,9.38,9.42,False,-1.55,C,1.0,0.791,0.961,0.827,0.668,0.292,10.44,Lettres,0.731,0.856,0.44,11,True,0.695,REORIENTE,3
287,LYCEE_1ERE,11.55,11.96,12.75,False,0.603,D,0.825,0.439,0.056,0.01,1.0,0.39,12.09,Lettres,0.526,0.404,2.09,6,False,0.768,ADMIS,5
288,BAC_3,7.77,8.28,9.4,False,0.815,B,0.3,0.938,0.121,1.0,0.366,0.902,8.49,Droit,0.614,0.925,-3.51,4,False,0.574,REORIENTE,2
289,LYCEE_TLE,13.65,13.91,13.52,False,-0.063,A,0.593,0.004,0.803,1.0,0.798,0.985,13.69,Communication,0.857,0.848,3.69,9,False,0.84,ADMIS,4
290,COLLEGE,11.81,12.3,13.33,False,0.759,NA,0.948,0.805,1.0,0.927,0.322,0.704,12.48,Droit,0.0,0.78,0.48,2,False,0.291,ADMIS,3
291,LYCEE_TLE,9.55,10.02,16.08,True,3.265,C,0.555,0.342,0.928,0.262,0.818,1.0,11.89,Gestion_Commerce,0.782,0.845,1.89,5,False,0.669,ADMIS,3
292,BAC_1,7.65,9.82,10.23,False,1.291,G,0.86,0.722,0.175,1.0,0.188,0.038,9.23,Agronomie,0.654,0.875,-1.77,8,True,0.714,REORIENTE,2
293,BAC_2,15.81,16.16,15.82,False,0.0,G,0.019,1.0,0.411,0.88,0.572,0.593,15.93,Droit,0.915,0.93,3.93,10,False,0.586,ADMIS,4
294,COLLEGE,15.25,12.74,12.98,False,-1.135,NA,0.835,0.752,0.027,1.0,0.934,0.377,13.66,Genie_Civil,0.0,0.811,0.66,0,False,0.211,ADMIS,5
295,LYCEE_2ND,10.01,7.97,8.86,True,-0.577,NA,0.428,0.971,0.868,1.0,0.165,0.546,8.95,Communication,0.0,0.862,-1.05,5,False,0.888,ADMIS,4
296,BAC_3,13.58,11.04,13.11,False,-0.232,C,0.115,0.025,1.0,0.236,0.259,0.584,12.58,Lettres,0.806,0.837,2.58,2,True,0.725,ADMIS,4
