FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21f5,Maritime,Golfe,Golfe 1,Bè-Est,Be apeyeme,College Mawussi,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2381603186136616 6.142833403016951)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21f4,Maritime,Golfe,Golfe 1,Bè-Est,Camalodo,CS Creuset Du Savoir College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.247028319461445 6.136461059205652)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21f3,Maritime,Golfe,Golfe 1,Bè-Est,Souzanétiné,CS Les Vainqueurs College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.24449953690198 6.13798010474832)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21f2,Maritime,Golfe,Golfe 1,Bè-Est,Be apeyeme,CS Holly Child College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.239389477150354 6.141577564659996)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21f1,Maritime,Golfe,Golfe 1,Bè-Est,Nsp,CS Repins College,yevdev17@gmail.com,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2370366053983595 6.139860554431693)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21f0,Maritime,Golfe,Golfe 1,Bè-Est,Gaïtou,CS Pais College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2400092465425845 6.133696656277753)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ef,Maritime,Golfe,Golfe 1,Bè-Est,Be pa de souza,CS La Lumiere Divine College,BP 13479,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.236656188919995 6.13291194115958)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ee,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CEG Attiegou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Golfe-Est,Oui,MEPSTA,POINT (1.2671598559248742 6.191201907470515)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ed,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzanawoe,Lycée Hedzranawoe College,BP80252,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Golfe-Est,Oui,MEPSTA,POINT (1.2507196382792192 6.193688086032573)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ec,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,New Life International School,Néant,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2558597469206418 6.1924394179540085)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21eb,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CS Le Modele College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2550972325987244 6.1986864807361854)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ea,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CS Agora Des Leaders College,16 BP 358,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2640971403874455 6.191613456364693)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e9,Maritime,Golfe,Golfe 2,Bè-Centre,Nsp,CPL Le Destin,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.252686950286215 6.194840096605821)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e8,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CS Excellence Plus,BP10076,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.266006115446463 6.194362205186146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e7,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CS Les Matins D'afrique,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2657567063781183 6.190361004319325)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e6,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,Attiegou Claval,BP 1306,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Oui,MEPSTA,POINT (1.2613566600445414 6.197292886363901)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e5,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CPL Sinai,BP 60573,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2590229688862333 6.1956184853332905)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e4,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CPL La Redemption,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.255246748325706 6.195973164060086)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e3,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,EPL La Motivation College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2518416666666667 6.190986666666672)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e2,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,College Et Lycée Notre Dame De La Trinite College,10 BP 10334 LOME 10 70402740,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2536378614106263 6.19105680014235)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e1,Maritime,Golfe,Golfe 2,Bè-Centre,Atiegou,CS Lemieux College,BP 2554 LOME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2546027046818704 6.193319276631316)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21e0,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CS Saint Edouard,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2685658653884229 6.193252262696493)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21df,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CPL JEsus Le Bon Berger,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2656644940610988 6.196960492311733)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21de,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CS La Demeure De L Enfants Jc College,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2605952715271835 6.19279456317615)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21dd,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CPL Bethel Attiegou,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2579485756517954 6.2010658941162795)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21dc,Maritime,Golfe,Golfe 2,Bè-Centre,Novissi,CPL Nouvelle Genese,"16BP. 56, 90035430","{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.234701666666667 6.173046666666673)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21db,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CPL Jipas,Arrêté n°320,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.247182467463435 6.182192938906211)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21da,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Socrate College,Néant,"{Lundi,Mardi,Mercredi,Jeudi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.245197958144857 6.172889232401883)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d9,Maritime,Golfe,Golfe 2,Bè-Centre,Houtigome,CS Kouvahey Sito Aeroport College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2472889889454164 6.17024779548453)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d8,Maritime,Golfe,Golfe 2,Bè-Centre,Nukafu,CS Leopold Sedar Senghor College,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi}",College,Nsp,IESG Golfe-Est,Non,MEPSTA,POINT (1.2398601669008138 6.153129805769849)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d7,Maritime,Golfe,Golfe 2,Bè-Centre,Hedranawoe,CS Na-biema Bonsafo College,BP2044 LOME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2495358197311148 6.1875037199924146)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d6,Maritime,Golfe,Golfe 2,Bè-Centre,Hedranawoe,CS Manasse College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2368744389149535 6.18096122795028)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d5,Plateaux,Est-Mono,Est-Mono 1,Elavagnon,Nsp,CS Le Metro College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Anié,Non,MEPSTA,POINT (1.2823462492677253 7.955125153553246)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d4,Maritime,Golfe,Golfe 2,Bè-Centre,Nukafu,Lycée De Tokoin Est College,3667,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Golfe-Est,Oui,MEPSTA,POINT (1.2370025460630503 6.166359922510295)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d3,Maritime,Golfe,Golfe 2,Bè-Centre,Hedranawoe,IPl La Confiance College,15 BP85 LOME,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2483842783573427 6.184478565178357)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d2,Plateaux,Est-Mono,Est-Mono 2,Morétan,Tchekita,CEG Tchekita,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Anié,Oui,MEPSTA,POINT (1.3436298213321043 8.198650696830729)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d1,Maritime,Golfe,Golfe 2,Bè-Centre,Kegue,CS Le Reveil D Or College,01BP11314,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2476585507329625 6.198628102329193)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21d0,Maritime,Golfe,Golfe 2,Bè-Centre,Kegue,CS Futurs Leaders College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2417963224377566 6.201112572980334)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21cf,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CPL Memphis,15 BP85,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2440266666666657 6.1778033333333315)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ce,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CPL L'ancre,10 BP 10358 LOME 10,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.241768452616183 6.172370964280043)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21cd,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,CPL God Bless,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2513555756479948 6.178748064625294)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21cc,Maritime,Golfe,Golfe 2,Bè-Centre,Hountigome,CS Les Freres En Christ College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - entreprise,IESG Golfe-Est,Non,MEPSTA,POINT (1.2422782429458763 6.164171550101655)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21cb,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Maurice Bouchor College,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2505942802013934 6.191482553532949)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ca,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Ibn Khataab College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2452788165360529 6.175491084899387)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c9,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Gloria Primaire Gb,BP 2521,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2515715780794776 6.199007163770977)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c8,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Gloria College,BP 2521,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2516379815797374 6.19909543550321)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c7,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Aristote College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2388283333333343 6.179764999999992)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c6,Maritime,Golfe,Golfe 2,Bè-Centre,Nukafu,CS Prince Elvis De Nukafu College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2383040546583999 6.156531418741519)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c5,Maritime,Golfe,Golfe 2,Bè-Centre,Nukafu,CS Saint Albert Le Grand Collège,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2379561975215163 6.1609249121056555)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c4,Maritime,Golfe,Golfe 2,Bè-Centre,Nukafu,Institut Scolaire Le Rocher Primaire,BP 4693,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.240916030047195 6.158921689552721)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c3,Maritime,Golfe,Golfe 2,Bè-Centre,Hedzranawoe,CS Elie College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2451791190002293 6.188470688012248)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c2,Maritime,Golfe,Golfe 2,Bè-Centre,N'tifafakome,CS La Ruche Des Elites College,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2363916333226403 6.149632725501403)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c1,Maritime,Golfe,Golfe 2,Bè-Centre,Nutifafakome,College St Joseph College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - Collectivite coutumiere,IESG Golfe-Est,Oui,MEPSTA,POINT (1.2328330642139669 6.150989635844931)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21c0,Maritime,Golfe,Golfe 2,Bè-Centre,Kegue,CPL Nouvelle Elite 1,Nsp,"{Lundi,Mardi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2478393966012944 6.205973363958902)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21bf,Maritime,Golfe,Golfe 2,Bè-Centre,Hedranawoe tanto,CS Le Trone De Dieu College,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2516785696149908 6.183219929012156)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21be,Maritime,Golfe,Golfe 2,Bè-Centre,Hedranawoe,IS Akoli Foadey College,01BP2022 LOM,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2501893721017918 6.188147843624308)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21bd,Maritime,Golfe,Golfe 2,Bè-Centre,Attiegou,EPL Emmaüs College,BP 61862,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2550690004505491 6.188291012462951)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21bc,Maritime,Golfe,Golfe 4,Amoutivé,Adawlato,EPC Nde Plage,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - entreprise,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2291936884947094 6.127107779073482)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21bb,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoé,CS Le Grand Savant College,01 BP4314,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.203913029119787 6.129233921619045)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ba,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoe,CS Croissance College,BP 12977,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine Prive de l'Etat,IESG Golfe-Est,Non,MEPSTA,POINT (1.2022806729139117 6.1282998765397405)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b9,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,CS Genie Créateur,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2050285003281525 6.128774553521951)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b8,Maritime,Golfe,Golfe 4,Amoutivé,Adoboukome,CSI La Grande Mosquee Centrale De Lomé College,BP81204,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2241384230350512 6.134372038325326)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b7,Maritime,Golfe,Golfe 4,Amoutivé,Boca,CS Georges Memorial College,07BP13226,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2013298609854033 6.134418402711452)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b6,Maritime,Golfe,Golfe 4,Amoutivé,Amoutieve,CS La Providence College,BP 0140115,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2232390779401168 6.13224365828817)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b5,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoe,College Beatrice Pascale,Nsp,"{Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2139621615176297 6.133007913885414)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b4,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonapkoe,CPL Le Flambeau,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2094832598877037 6.13141313335744)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b3,Maritime,Golfe,Golfe 4,Amoutivé,Assivito,CEG Des Etoiles,90893837,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.22122283289756 6.133968089956363)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b2,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,CS Vie Nouvelle College,BP13249,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2030021258990404 6.117529529356179)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b1,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,CPL Messiah Land,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2089407677230057 6.121127850418255)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21b0,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoe,CPL Marie-antoinette,08BP 81289,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2102211767397804 6.129448755687336)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21af,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoe,CS JEsus Le Misericordieux College,BP 354 Lomé-Togo 99437749,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2007414726812082 6.124350854450486)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ae,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,CPL Akouete-akue,07BP12338,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Est,Non,MEPSTA,POINT (1.2102148312545122 6.121449257645253)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ad,Maritime,Golfe,Golfe 4,Amoutivé,Adawlato,College Notre Dame Du Sacre Coeur Lome Plage,511,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.229950866045356 6.127060047573204)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ac,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,College Catholique Christ-roi De Kodjoviakope,BP 14065,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,autre,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.206434566879147 6.120178244621343)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21ab,Maritime,Golfe,Golfe 4,Amoutivé,Nyekonakpoe,CS Bon Berger College,07BP13410,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2036461325430428 6.127877765683594)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21aa,Maritime,Golfe,Golfe 4,Amoutivé,Nekonakpoe,CS Y Veillera Collège,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,autre,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.2017145269476561 6.123804481276433)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21a9,Maritime,Golfe,Golfe 4,Amoutivé,Kodjoviakope,Ecole International Arc-en-ciel Collège,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.2045095268920518 6.123250345122879)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21a8,Maritime,Golfe,Golfe 4,Amoutivé,Klikame,CS Mouette Du Plateau College,BP1411,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",College,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.206457424277799 6.159860365886253)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21a7,Maritime,Golfe,Golfe 4,Amoutivé,Be-attikpa kagounou,CEG Be-attikpa Kagounou,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Domaine public de l'Etat,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2043174534603984 6.161572084543217)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21a6,Maritime,Golfe,Golfe 4,Amoutivé,Kodome,CPL Rimko,07BP12519,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.200122266031478 6.139242414663911)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-21a5,Maritime,Golfe,Golfe 4,Amoutivé,Tokoin protestant,College Protestant Lome Tokoin College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",College,Prive - individuel,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.2030272214235427 6.146242466671755)
