FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etablissement_nom,etab_adr,ouverture_jour,etablissement_categorie,terrain,inspection_tutelle,terrain_sport,ministere_tutelle,geometry
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e04,Savanes,Tône,Tône 1,Dapaong,Napiengue,Lycée CP Shalom,BP 70,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,autre,IESG Dapaong,Non,MEPSTA,POINT (0.204989687533198 10.867804393461379)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e03,Savanes,Tône,Tône 1,Dapaong,Tantigou,CPC Saint Athanase,BP42,"{Mardi,Mercredi,Lundi,Jeudi,Vendredi}",Lycée,Prive,IESG Dapaong,Non,MEPSTA,POINT (0.1909839744241427 10.862933183458374)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e02,Savanes,Tône,Tône 1,Dapaong,Kombonloaga tomone,Complexe Privé Laïc Terre Des Hommes Cycles 1 Et 2,BP 85,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive,IESG Dapaong,Non,MEPSTA,POINT (0.1866383333333324 10.871873333333362)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e01,Savanes,Tône,Tône 1,Dapaong,Kombonloaga,Lycée De Kombonloaga,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Public,IESG Dapaong,Non,MEPSTA,POINT (0.1880949999999993 10.872713333333358)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-e00,Savanes,Tône,Tône 1,Dapaong,Dapaong,Complexe Scolaire Scientifique Rene Descartes Des Savanes,BP272,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Dapaong,Non,MEPSTA,POINT (0.200413264631933 10.852475439367305)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dff,Savanes,Tône,Tône 1,Toaga,Kantindi,Lycée Kantindi,91224964,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Dapaong,Non,MEPSTA,POINT (0.264494683839927 10.888903422165528)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dfe,Savanes,Tône,Tône 2,Nanergou,Nanergou,Lycée Nanergou,Nsp,"{Jeudi,Lundi,Mardi,Mercredi,Vendredi}",Lycée,Nsp,IESG Dapaong,Non,MEPSTA,POINT (0.1496152506693469 10.910992495150044)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dfd,Savanes,Tône,Tône 2,Namaré,Namare,Lycil De Namare,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Dapaong,Oui,MEPSTA,POINT (0.0989268601155033 10.976512973560936)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dfc,Savanes,Tône,Tône 4,Korbongou,Korbongou zongo,Lycée CS La Providence,S/C BP 70,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Dapaong,Non,MEPSTA,POINT (0.3036061169909473 10.912800549964015)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dfb,Savanes,Tône,Tône 4,Korbongou,Sabtinga,Lycée Korbongou,BP 20,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Dapaong,Oui,MEPSTA,POINT (0.3001792976128578 10.908046073632024)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dfa,Savanes,Tône,Tône 4,Korbongou,Tidonte,Lycée Tidonte,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Dapaong,Non,MEPSTA,POINT (0.3010421382023292 10.989360221036888)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df9,Savanes,Tône,Tône 2,Naki-Ouest,Naki ouest,Lycée Naki Ouest,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Dapaong,Oui,MEPSTA,POINT (0.0986890609800974 10.908186282941804)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df8,Savanes,Tône,Tône 3,Tami,Tami,Lycée Tami,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Dapaong,Oui,MEPSTA,POINT (0.0425970227315603 10.858924274772425)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df7,Plateaux,Agou,Agou 2,Agotimé-Nord,Agotime adame,Lycée Agotime Adame,BP13,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kpalimé,Oui,MEPSTA,POINT (0.6760538759114156 6.7777189205083985)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df6,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Adoglove,CPL El Shaddai Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.218149870848925 6.339243666054719)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df5,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agoute,CSPL Bernard B. Dadie 2 Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.231850071976046 6.314838656667195)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agbalekpo,CS Mela Lycée,BP 1104,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2021161230808797 6.19789616741009)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df3,Maritime,Golfe,Golfe 5,Aflao-Gakli,Avedji,EPL Emulation Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1752511372059609 6.19873151464269)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Demakpoe,CS Le Levant Lycée,BP 80265,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2059988551613043 6.2384413524547)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df1,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Agodeke,Institut Scolaire Alpha Référence 2 Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2564673218632625 6.309797663232969)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-df0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Ahonkpoe,CS St Raphaël Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1674446500134685 6.256613234972077)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-def,Plateaux,Kloto,Kloto 1,Yokélé,Yokele,Lycée Yokele Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Kpalimé,Non,MEPSTA,POINT (0.6585008433788118 6.932449564929344)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dee,Plateaux,Akébou,Akébou 1,Yalla,Yalla,Lycée De Yalla Lycée,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Domaine public de l'Etat,IESG Badou,Non,MEPSTA,POINT (0.6712619172923306 7.787128356746277)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-ded,Plateaux,Est-Mono,Est-Mono 2,Morétan,Otele,Lycée Moretan Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - Collectivite coutumiere,IESG Anié,Non,MEPSTA,POINT (1.3555121341238954 8.112800234648324)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dec,Savanes,Tône,Tône 1,Dapaong,Kpakoate,Complexe Scolaire El Sahaba,S/C 91886908,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Dapaong,Oui,MEPSTA,POINT (0.2247367281913717 10.874038141526016)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-deb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Houmbi,CS Blossom International Mission School,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2167788565859932 6.219088848421043)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dea,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Houmbi,CS Le Salut Lycée,20 BP 183/91850776,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2147482045055031 6.225067468489206)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Dikame,Lycée Dikame Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Golfe-Est,Non,MEPSTA,POINT (1.2341215438880255 6.235824506927147)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Kelegougan,LPL La Promotion,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.2359237858608023 6.219221204587761)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe aveyime,LPL Perseverantia,BP 01 503 LOME 01TOGO,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Est,Non,MEPSTA,POINT (1.226452116092554 6.222119116306471)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Adjougba nètimé,Lycée Agoè-est,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Lycée,Domaine public de l'Etat,IESG Golfe-Est,Oui,MEPSTA,POINT (1.222051765941882 6.2225705568500045)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Adidoadin,Complexe Scolaire Le Jourdain Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.182083499120864 6.2060977121416325)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Sogbossito,Lycée Sogbossito,13BP266,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine Prive de l'Etat,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.179491847403701 6.258193142651945)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe lokope,CS La Clemence Divine Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.178892621897281 6.241586251191054)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Legbassito,CS Pater Voluntas Collège,90156973,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1737674793398098 6.249156237659861)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agbokope,CS La Parole Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.163695334997467 6.245969423735133)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-de0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Dalime,CS La Fabienne 3 Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1604282928142828 6.233926324922088)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-ddf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Logope,CS Nandaba Lycée,Néant,"{Lundi,Mardi,Jeudi,Vendredi,Mercredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.173660988588998 6.2324063500064595)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dde,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Dalime,CS La Semence Lycée,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1589433333333325 6.235076666666661)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-ddd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Zongo,CS Islamique Al-fourkane Lycée,13134,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Lycée,autre,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.2053153582142795 6.254354924709669)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-ddc,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Delakpoé,CSP Payarama Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.196179069329274 6.246757699024061)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-ddb,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cacaveli,ITCS El-rohi Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1939473545232047 6.217808123035073)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dda,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe anome,Ecoles Internationales Maarif,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1948122356441135 6.22282454873553)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd9,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Gbonve,Lycée Agoe-nyive Centre,01BP3681 22512814,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1918161083672556 6.219640458807135)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd8,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Demakpoe,CS J-j Rousseau Lycée,Agoe 05 BP 789,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.190642094350454 6.240882387145452)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd7,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe,Lycée De Cacaveli Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1984555824870649 6.21494894051284)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd6,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Koshigan,IP Le Brillant Lycée,25BP46,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1871019167170405 6.233453715379189)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd5,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoe nyive,College Saint Pie X Lycée,BP 8023,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine Prive de l'Etat,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.2034229068150675 6.225076457173986)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd4,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Fiviovi,LPL Elites Education,93660241,"{Lundi,Mardi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1911611478179158 6.237627705363908)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd3,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Fiovi,Lycée Agoe-nyive Nord Lycée,Néant,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1898742427140976 6.239326674333604)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd2,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Atchanve,CS Le Sourire Plus Lycée,01BP578 LOME-TOGO,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2083891603566161 6.2321967352626215)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd1,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoè réserve,LPL Internationale Mariam,02 BP 20059,"{Mercredi,Jeudi,Vendredi,Mardi,Lundi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1954070073369532 6.218960456439563)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dd0,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Agoé démakpoé,CS La Reference Lycée,Nsp,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.2044843462235333 6.239853770494904)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dcf,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cleve,EPL La Source Lycée,90285721,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1976843989422377 6.22480491749338)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dce,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Cleve,Institut Technique La Source,70418525,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Prive - entreprise,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.197647360501221 6.2243513873375305)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dcd,Maritime,Agoè-Nyivé,Agoè-Nyivé 1,Agoè-Nyivé,Minamadou,Lycée Moderne La Colombe De Dieu,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1944543045352483 6.225072285012017)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dcc,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Daliko,CS Groupe Ecole Mawupemo,20BP 62,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1588728450697603 6.244687743520623)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dcb,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Ahonkpoe,CPL Lycée,13 BP 414,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1535395564566946 6.233135671362294)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dca,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Kove,CS Le Rossignol Lycée,BP 421,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.152240454216131 6.2582375772923315)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc9,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Ahonkpoé,CS Les Laureats Lycée,BP 31239LOME TOGO Tél 70046835,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.165231146358779 6.265081540815161)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc8,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito,CS Génération Obama Lycée,BP 8520,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1566383924851156 6.267420510015615)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc7,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Madjikpeto,LPL La Fabienne M,13BP43,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.14153858787404 6.258674387923293)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc6,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Akam-kope,CS La Princesse Lycée,Néant,"{Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.148561540999221 6.269849668248992)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc5,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito,Lycée Legbassito Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Domaine public de l'Etat,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1546872495086742 6.263886407444601)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc4,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Legbassito centre,CPL La Lumiere Du Monde Lycée,91142720,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1497123318652736 6.276259686221461)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc3,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Zilidi,CS Le Bon Samaritain Primaire,TOGBLEKOPE ZILIDI,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1989030726120158 6.268532888561647)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc2,Maritime,Agoè-Nyivé,Agoè-Nyivé 2,Légbassito,Zovadjin,CS Les Énarques Lycée,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi}",Lycée,Nsp,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1441269992925975 6.267979781337177)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc1,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,IS Nde De Vakpossito College,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - entreprise,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.1559480952304324 6.21910499354351)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dc0,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,IS Nde De Vakpossito Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.155380599667716 6.2195381869094)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dbf,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Vakpossito,CS Le Rocher De Dieu Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1657549215161531 6.218242413801666)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dbe,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Nanegbe,CS La Delivrance Lycée,20BP74,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1753333135187185 6.217745021180453)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dbd,Maritime,Agoè-Nyivé,Agoè-Nyivé 3,Vakpossito,Telessou,CS Les Sages Lycée,13 BP 123,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.1717636950695538 6.224781991785293)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dbc,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Moussakope,ISI Dar Nur Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.186904837190048 6.277986112972071)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dbb,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Eguinon,CPL Marie-joseph Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Oui,MEPSTA,POINT (1.18433558150882 6.28619699643248)
_mview_educ_etablissements_scolaires.fid--830921d_193db4998a0_-dba,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Ahonkpoe,CS Lidao Lycée,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi}",Lycée,Prive - individuel,IESG Golfe-Ouest,Non,MEPSTA,POINT (1.172986442498406 6.266748487955239)
