row_id,niveau,serie,region,ordre,sexe,annee_session,filiere,riasec_top3,riasec_score,note_actuelle,note_n1,note_n2,tendance_notes,score_aspiration,score_realite,score_engagement,score_recommandation,label
0e6c9e50920b3495,BAC_1,T1,Grand Lomé,privé,M,2024,STAPS (Activités Physiques et Sportives),S|R|I,0.619,13.11,13.62,13.0,-1,0.559,0.785,0.449,0.656,1
ec7c0994ee480a3b,BAC_1,A,Grand Lomé,public,F,2023,Communication et Journalisme,S|R|I,0.374,12.58,12.31,13.39,1,0.265,0.705,0.245,0.482,1
ba6f3c97988b445d,BAC_1,A,Plateaux Ouest,privé,M,2024,Sociologie,S|R|I,0.473,11.39,11.49,12.27,-1,0.535,0.599,0.191,0.515,0
562faf685b9fbaac,BAC_1,A,Kara,public,M,2023,Anglais,S|R|I,0.496,12.27,12.96,11.19,-1,0.490,0.601,0.806,0.593,1
119c5787f20bd749,BAC_1,A,Kara,public,M,2023,Droit,S|R|I,0.595,13.82,12.04,11.85,1,0.623,0.846,0.644,0.738,1
3c4304eab9987309,BAC_1,A,Centrale,privé,F,2023,Sciences de l'Éducation,S|R|I,0.531,7.88,6.58,6.87,1,0.463,0.976,0.385,0.708,1
21d6508ee1cb31da,BAC_1,G3,Maritime,public,M,2024,Finance et Comptabilité,S|R|I,0.499,10.9,10.61,12.09,1,0.524,0.573,0.940,0.611,1
42c9fdab925d0900,BAC_1,A,Centrale,public,F,2023,STAPS (Activités Physiques et Sportives),S|R|I,0.584,12.08,11.86,10.88,1,0.603,0.816,0.830,0.744,1
2a47e6fe1ec05b85,BAC_1,D,Savanes,privé,M,2024,Agronomie,S|R|I,0.534,9.8,9.11,10.48,1,0.618,0.380,0.550,0.489,0
79f28b66d20b3836,BAC_1,A,Kara,privé,M,2024,Anglais,S|R|I,0.486,11.26,9.94,9.83,1,0.505,0.547,0.588,0.538,0
898dddfcf39f7321,BAC_1,G1,Maritime,public,F,2023,Tourisme et Hôtellerie,S|R|I,0.583,8.61,7.17,10.45,1,0.642,0.580,0.598,0.605,0
18495f9f305333aa,BAC_1,G2,Grand Lomé,public,M,2023,Économie,S|R|I,0.512,9.38,7.96,9.82,1,0.604,0.742,0.458,0.651,0
50da55aae59ed2d8,BAC_1,E,Maritime,public,F,2023,Mathématiques Appliquées,S|R|I,0.490,11.0,10.81,11.54,1,0.338,0.865,0.417,0.613,1
b565fde1ccfcf222,BAC_1,A,Grand Lomé,privé,M,2024,Psychologie,S|R|I,0.632,10.06,9.42,9.95,1,0.545,0.715,0.625,0.642,1
050932fe54938f19,BAC_1,A,Maritime,public,M,2023,Anglais,S|R|I,0.548,12.61,12.37,12.79,1,0.479,0.990,0.301,0.708,1
b4f76a1cb8c88835,BAC_1,A,Centrale,public,F,2023,Droit,S|R|I,0.527,13.73,13.55,11.96,1,0.462,0.558,0.571,0.526,1
bff52ffef5961b9f,BAC_1,A,Kara,public,M,2023,Sociologie,S|R|I,0.406,10.59,10.66,10.65,-1,0.515,0.346,0.478,0.425,0
999956f2a60544b4,BAC_1,A,Grand Lomé,public,F,2023,Sociologie,S|R|I,0.466,10.84,11.87,8.82,-1,0.675,0.947,0.460,0.779,1
accffa670c72b7ec,BAC_1,A,Kara,public,M,2023,Anglais,S|R|I,0.519,11.98,12.62,10.84,-1,0.667,0.672,0.331,0.619,1
3c08589e5fbc94dc,BAC_1,D,Grand Lomé,public,F,2024,Sciences Infirmières,S|R|I,0.512,12.72,11.6,12.33,1,0.499,0.321,0.423,0.399,0
2903969f2b4244b8,BAC_1,D,Grand Lomé,privé,F,2023,Gestion des Entreprises,S|R|I,0.613,10.69,9.31,10.3,1,0.511,0.988,0.824,0.797,1
01861dab5f67b5f8,BAC_1,D,Grand Lomé,public,M,2023,Histoire,S|R|I,0.407,10.73,10.63,8.95,1,0.387,0.770,0.705,0.626,1
27e6ff740ebe52c0,BAC_1,D,Grand Lomé,privé,M,2024,Enseignement Primaire,S|R|I,0.389,10.39,9.83,12.01,1,0.205,0.474,0.127,0.328,1
84d579488880daec,BAC_1,G2,Centrale,public,M,2024,Droit,S|R|I,0.537,9.94,8.84,9.62,1,0.521,0.537,0.548,0.533,1
5d8ac10dd14f91fc,BAC_1,A,Grand Lomé,public,M,2024,Sciences de l'Éducation,S|R|I,0.511,10.83,11.83,9.42,-1,0.427,0.596,0.392,0.506,1
59312623ec03415a,BAC_1,C,Maritime,privé,M,2023,Biologie,S|R|I,0.553,10.39,9.23,10.94,1,0.389,0.990,0.367,0.686,1
3ab40f0f237fca8a,BAC_1,G2,Grand Lomé,public,F,2023,Sciences Infirmières,S|R|I,0.575,7.12,7.63,7.44,-1,0.649,0.622,0.692,0.642,0
ea7cb728b2c0b385,BAC_1,A,Maritime,public,F,2024,Sciences de l'Éducation,S|R|I,0.544,10.73,9.85,12.41,1,0.500,0.347,0.732,0.458,0
2fdd82906f7b0b82,BAC_1,A,Grand Lomé,public,M,2023,Sociologie,S|R|I,0.499,10.81,10.25,10.89,1,0.478,0.831,0.426,0.646,1
8767c830d5ccb21f,BAC_1,D,Centrale,public,M,2023,Sciences Environnementales,S|R|I,0.584,11.25,11.36,10.02,-1,0.757,0.745,0.849,0.765,1
adf7c468c45ca05d,BAC_1,G2,Plateaux Est,privé,M,2024,Gestion des Entreprises,S|R|I,0.592,9.48,9.57,8.94,-1,0.569,0.640,0.500,0.594,0
886ad841d6ec4a3b,BAC_1,A,Kara,privé,F,2024,Géographie,S|R|I,0.573,10.2,10.52,8.46,-1,0.525,0.487,0.602,0.518,0
b25df82760535043,BAC_1,D,Plateaux Est,public,F,2024,Sciences Environnementales,S|R|I,0.546,8.54,7.78,8.26,1,0.341,0.408,0.319,0.372,0
cc49cf69e6b1a68e,BAC_1,D,Grand Lomé,public,F,2024,Sciences Infirmières,S|R|I,0.679,14.49,15.15,13.28,-1,0.690,0.526,0.811,0.626,1
f7c1d4afb3dcf181,BAC_1,A,Grand Lomé,privé,M,2023,Lettres Modernes,S|R|I,0.500,15.11,14.78,13.81,1,0.493,0.990,0.440,0.734,1
7604f0b0d7e7f3cc,BAC_1,A,Plateaux Ouest,public,F,2024,Arts Plastiques,S|R|I,0.517,10.25,9.83,8.31,1,0.475,0.494,0.476,0.485,0
6f82134f901dc951,BAC_1,A,Grand Lomé,privé,F,2024,Communication et Journalisme,S|R|I,0.395,10.32,9.58,10.54,1,0.592,0.726,0.420,0.633,1
16d15ff9da3f2e4f,BAC_1,D,Plateaux Est,privé,F,2023,Sciences de l'Éducation,S|R|I,0.597,10.75,11.2,9.02,-1,0.759,0.990,0.588,0.849,0
85d4e92da9c6ec72,BAC_1,D,Grand Lomé,privé,F,2024,Informatique,S|R|I,0.612,12.03,11.44,10.65,1,0.549,0.712,0.740,0.659,1
b97acd02fa7cb4ec,BAC_1,A,Maritime,public,F,2023,Géographie,S|R|I,0.488,11.24,9.79,10.83,1,0.399,0.858,0.733,0.679,1
ade65dc2255018a3,BAC_1,A,Kara,public,M,2024,Sciences Politiques,S|R|I,0.443,9.84,8.18,9.42,1,0.513,0.374,0.725,0.475,1
57e41ed05c963c5f,BAC_1,A,Plateaux Ouest,privé,M,2024,Histoire,S|R|I,0.472,11.12,11.33,11.35,-1,0.457,0.696,0.539,0.589,1
023388fa0e44dea0,BAC_1,A,Kara,public,F,2024,Sciences Politiques,S|R|I,0.615,7.78,6.72,7.96,1,0.463,0.440,0.150,0.405,1
674ca6931feeb0c3,BAC_1,B,Savanes,public,M,2023,Tourisme et Hôtellerie,S|R|I,0.474,7.03,6.78,5.03,1,0.645,0.723,0.897,0.722,1
21d2d506fb36115a,BAC_1,D,Savanes,privé,M,2023,Sciences Forestières,S|R|I,0.503,7.71,7.35,7.13,1,0.425,0.879,0.172,0.614,0
6d92245286410d88,BAC_1,D,Savanes,public,F,2023,Génie Civil,S|R|I,0.572,14.97,13.25,13.91,1,0.602,0.570,0.430,0.560,1
71e586fc0ea39d7d,BAC_1,A,Maritime,public,F,2023,Enseignement Primaire,S|R|I,0.532,13.22,12.96,12.77,1,0.599,0.815,0.736,0.727,1
444c2d3e09f6f0a4,BAC_1,D,Maritime,public,F,2024,Odontologie,S|R|I,0.615,11.8,12.02,10.36,-1,0.611,0.378,0.572,0.488,0
8c8ba5e7f5dcec83,BAC_1,A,Maritime,public,M,2024,Communication et Journalisme,S|R|I,0.498,8.76,8.15,9.36,1,0.631,0.302,0.930,0.511,1
167ee6bb8c72d9b1,BAC_1,A,Plateaux Ouest,public,F,2023,Communication et Journalisme,S|R|I,0.452,11.78,11.8,12.27,-1,0.341,0.795,0.411,0.579,1
451393e1a72971d0,BAC_1,A,Grand Lomé,privé,F,2023,Lettres Modernes,S|R|I,0.452,12.03,9.79,11.81,1,0.390,0.912,0.349,0.645,1
8a1214e84121e255,BAC_1,D,Plateaux Ouest,privé,M,2023,Psychologie,S|R|I,0.621,12.78,11.84,12.02,1,0.580,0.706,0.414,0.618,0
4d027c033e578a97,BAC_1,A,Grand Lomé,public,M,2023,Anglais,S|R|I,0.499,12.14,11.94,11.8,1,0.608,0.888,0.460,0.726,1
7415fd722b7c4a1d,BAC_1,A,Plateaux Est,public,F,2024,Lettres Modernes,S|R|I,0.548,8.43,8.38,7.05,1,0.622,0.386,0.519,0.489,0
a5c629f5b7548431,BAC_1,D,Grand Lomé,public,M,2024,Géographie,S|R|I,0.412,12.82,12.38,10.5,1,0.455,0.660,0.767,0.604,1
75b8e8374bebc926,BAC_1,D,Grand Lomé,public,F,2024,Biologie,S|R|I,0.458,11.44,11.75,11.05,-1,0.407,0.399,0.655,0.440,0
66bfc313f4809fe2,BAC_1,A,Plateaux Ouest,public,M,2024,Anglais,S|R|I,0.539,10.1,11.3,10.82,-1,0.398,0.377,0.340,0.379,0
dd909c89e29f6a6e,BAC_1,D,Plateaux Ouest,public,F,2023,Gestion des Entreprises,S|R|I,0.450,10.98,12.11,10.88,-1,0.331,0.637,0.618,0.527,0
260f361c144aa7e4,BAC_1,D,Savanes,public,F,2024,Biologie,S|R|I,0.472,16.89,16.09,16.35,1,0.424,0.389,0.621,0.436,0
079bdd46580c74d9,BAC_1,A,Maritime,privé,M,2024,Droit,S|R|I,0.620,10.42,10.33,9.65,1,0.613,0.568,0.332,0.548,1
394ebd8bce02db2d,BAC_1,D,Grand Lomé,public,F,2023,Sciences Infirmières,S|R|I,0.612,10.56,11.12,9.33,-1,0.549,0.711,0.444,0.614,1
71e14c86646de155,BAC_1,A,Plateaux Ouest,public,F,2023,Communication et Journalisme,S|R|I,0.600,9.33,9.33,10.62,1,0.599,0.944,0.453,0.750,0
3c65e45858797f54,BAC_1,A,Maritime,public,F,2023,Sociologie,S|R|I,0.377,10.19,9.78,9.71,1,0.551,0.980,0.565,0.768,0
2e1ef56c1afb3f2e,BAC_1,D,Plateaux Ouest,public,M,2024,Génie Informatique,S|R|I,0.603,10.5,8.43,10.83,1,0.541,0.337,0.827,0.482,0
968ace0627a7a3ee,BAC_1,A,Grand Lomé,privé,F,2023,Sciences Politiques,S|R|I,0.576,11.44,10.25,10.67,1,0.715,0.900,0.491,0.774,1
f35854da08fed018,BAC_1,A,Grand Lomé,public,M,2023,Géographie,S|R|I,0.537,11.4,11.4,10.99,1,0.415,0.990,0.748,0.752,0
bb73c4254f672202,BAC_1,D,Maritime,public,F,2024,Médecine,S|R|I,0.650,12.96,12.17,12.36,1,0.644,0.252,0.708,0.458,0
8d60ba8c82c19c90,BAC_1,A,Grand Lomé,public,M,2023,Géographie,S|R|I,0.446,5.96,6.09,5.86,-1,0.391,0.947,0.858,0.739,0
eec34b67d712e9e5,BAC_1,A,Centrale,privé,F,2023,Lettres Modernes,S|R|I,0.449,11.97,11.15,11.44,1,0.289,0.990,0.288,0.639,0
3df4cdfb1163d462,BAC_1,A,Maritime,public,M,2024,Tourisme et Hôtellerie,S|R|I,0.553,12.02,12.59,10.86,-1,0.426,0.358,0.700,0.433,0
158666a3a432cefb,BAC_1,D,Grand Lomé,privé,M,2024,Gestion des Entreprises,S|R|I,0.501,8.95,8.1,8.39,1,0.408,0.609,0.100,0.462,1
8f680a353e769377,BAC_1,D,Kara,public,M,2024,Agronomie,S|R|I,0.526,12.08,11.33,13.08,1,0.412,0.469,0.314,0.425,0
452b05af3715fdf2,BAC_1,D,Maritime,public,M,2023,Génie Civil,S|R|I,0.615,11.79,12.12,10.66,-1,0.552,0.859,0.611,0.714,1
adc554217b2ed289,BAC_1,D,Kara,privé,F,2024,Génie Civil,S|R|I,0.567,11.44,12.22,10.26,-1,0.432,0.474,0.501,0.464,0
13eebadf20bfaed2,BAC_1,A,Maritime,privé,M,2024,Droit,S|R|I,0.580,8.37,8.83,7.91,-1,0.624,0.689,0.673,0.664,0
6bf28df3cda98067,BAC_1,A,Savanes,public,F,2023,Lettres Modernes,S|R|I,0.487,8.27,8.21,7.44,1,0.468,0.956,0.474,0.713,1
09a0449ebcbb96ef,BAC_1,D,Centrale,public,M,2024,Génie Informatique,S|R|I,0.563,14.29,14.68,15.17,-1,0.408,0.188,0.566,0.322,0
f94459be439cc812,BAC_1,D,Maritime,public,F,2023,Tourisme et Hôtellerie,S|R|I,0.478,12.18,12.06,11.23,1,0.480,0.849,0.448,0.660,0
bf12406f400e27e5,BAC_1,D,Plateaux Est,public,M,2024,Biologie,S|R|I,0.452,10.73,10.17,10.37,1,0.256,0.100,0.413,0.202,0
fc1e3383a37d1d01,BAC_1,D,Plateaux Est,public,F,2024,Informatique,S|R|I,0.625,10.48,9.84,9.35,1,0.725,0.296,0.871,0.532,0
84339f08a80df40b,BAC_1,A,Plateaux Ouest,public,F,2024,Anglais,S|R|I,0.517,8.95,9.66,7.66,-1,0.490,0.338,0.426,0.405,1
c6224993dd305f2c,BAC_1,D,Savanes,public,M,2023,Génie Civil,S|R|I,0.550,13.29,13.11,13.21,1,0.572,0.819,0.223,0.643,0
daac1e95d97d0656,BAC_1,A,Plateaux Est,public,F,2023,Sciences de l'Éducation,S|R|I,0.432,8.23,7.44,6.74,1,0.338,0.806,0.577,0.608,1
70b3a9225705d9e9,BAC_1,D,Grand Lomé,public,M,2023,Génie Civil,S|R|I,0.618,11.31,11.55,10.15,-1,0.612,0.990,0.497,0.784,0
d97bac8182516637,BAC_1,D,Plateaux Ouest,privé,F,2024,Finance et Comptabilité,S|R|I,0.537,9.09,8.02,8.25,1,0.712,0.485,0.100,0.507,1
0abfe0a606d3e8ca,BAC_1,D,Kara,public,F,2023,Agronomie,S|R|I,0.551,11.4,12.33,9.55,-1,0.600,0.591,0.678,0.607,0
88caf61820b24d3f,BAC_1,A,Plateaux Est,public,M,2023,Droit,S|R|I,0.513,11.67,12.06,12.13,-1,0.382,0.745,0.559,0.590,0
eb009e19bfd52874,BAC_1,D,Plateaux Est,public,M,2023,Agronomie,S|R|I,0.559,9.55,9.27,10.41,1,0.588,0.621,0.375,0.573,0
47f1458e94d18086,BAC_1,D,Grand Lomé,privé,F,2023,Biologie,S|R|I,0.512,12.95,12.12,11.63,1,0.670,0.990,0.530,0.809,0
4bd4c4c11c546dd2,BAC_1,D,Maritime,public,F,2023,Sciences de l'Éducation,S|R|I,0.447,7.25,6.69,6.0,1,0.408,0.787,0.607,0.627,0
625ab4a6a94ac21e,BAC_1,D,Maritime,privé,M,2024,Géographie,S|R|I,0.436,12.29,11.39,10.93,1,0.346,0.510,0.419,0.439,0
8d4153a7a2cf0ea9,BAC_1,D,Grand Lomé,public,F,2023,Psychologie,S|R|I,0.452,10.35,10.7,8.88,-1,0.371,0.609,0.535,0.515,1
581ff04abc2582b8,BAC_1,D,Savanes,public,F,2024,Géographie,S|R|I,0.453,8.12,7.62,8.27,1,0.442,0.268,0.516,0.366,0
f6b8bbdca4059f92,BAC_1,A,Kara,public,M,2023,Sciences Politiques,S|R|I,0.678,8.55,8.43,7.65,1,0.882,0.890,0.501,0.829,0
b26aeb378933e95b,BAC_1,D,Plateaux Ouest,public,M,2023,Génie Informatique,S|R|I,0.550,11.35,10.24,9.67,1,0.647,0.728,0.412,0.652,1
32219926f606e3ae,BAC_1,F2,Grand Lomé,public,M,2024,Génie Mécanique,S|R|I,0.554,9.8,8.34,8.21,1,0.394,0.308,0.391,0.350,0
23e84184c8d975e9,BAC_1,D,Maritime,public,F,2023,Finance et Comptabilité,S|R|I,0.565,8.23,7.91,7.6,1,0.376,0.807,0.665,0.635,0
ee1c11ceb85b4c9e,BAC_1,A,Grand Lomé,public,F,2023,STAPS (Activités Physiques et Sportives),S|R|I,0.400,12.13,12.52,12.53,-1,0.454,0.780,0.524,0.628,1
70b09aa102f21f85,BAC_1,A,Maritime,public,F,2023,Sociologie,S|R|I,0.477,8.76,8.55,7.66,1,0.454,0.990,0.516,0.731,0
090c46c09f62d81c,BAC_1,A,Plateaux Est,public,F,2024,Lettres Modernes,S|R|I,0.528,10.81,9.85,10.37,1,0.587,0.519,0.623,0.559,1
72f40f42fb561e9b,BAC_1,A,Grand Lomé,public,M,2024,Lettres Modernes,S|R|I,0.613,11.24,11.27,12.17,-1,0.542,0.834,0.564,0.691,0
5a0c0794de15a46b,BAC_1,D,Maritime,public,F,2023,Médecine,S|R|I,0.591,11.86,11.95,10.99,-1,0.510,0.888,0.370,0.678,0
922010d7b3b0b71c,BAC_1,A,Kara,public,M,2023,Histoire,S|R|I,0.503,10.29,10.76,9.61,-1,0.450,0.606,0.827,0.585,0
46d1c7ecf4256992,BAC_1,A,Maritime,public,F,2024,STAPS (Activités Physiques et Sportives),S|R|I,0.539,8.97,8.81,9.08,1,0.566,0.638,0.452,0.585,0
814d0b2e80cb26cb,BAC_1,A,Centrale,public,M,2023,Droit,S|R|I,0.679,8.08,7.92,8.38,1,0.664,0.804,0.559,0.718,0
f0bc84fac0520335,BAC_1,A,Maritime,public,F,2023,Enseignement Primaire,S|R|I,0.465,10.79,11.1,10.44,-1,0.448,0.988,0.673,0.752,1
c5b0a9ec59a4b4a1,BAC_1,D,Plateaux Est,privé,F,2023,Finance et Comptabilité,S|R|I,0.463,6.88,7.55,6.92,-1,0.490,0.980,0.467,0.731,1
5c14ba4e3ff7ea1a,BAC_1,D,Grand Lomé,public,M,2023,Finance et Comptabilité,S|R|I,0.574,7.93,7.74,6.68,1,0.625,0.798,0.438,0.683,0
e95c70ea9394b3e3,BAC_1,A,Maritime,public,F,2024,Tourisme et Hôtellerie,S|R|I,0.559,11.8,10.68,10.36,1,0.560,0.509,0.406,0.512,0
5a1b84b50945d18b,BAC_1,D,Plateaux Ouest,public,M,2023,Sciences Infirmières,S|R|I,0.441,9.74,8.87,7.65,1,0.401,0.564,0.522,0.501,0
83ca811a504830bc,BAC_1,F4,Maritime,privé,F,2023,Génie Civil,S|R|I,0.673,9.99,9.97,9.18,1,0.678,0.814,0.543,0.726,1
86a08ad3b4d5041f,BAC_1,D,Maritime,privé,M,2024,Finance et Comptabilité,S|R|I,0.582,6.12,4.52,5.71,1,0.738,0.351,0.439,0.500,0
5013a84c1b4626f4,BAC_1,D,Grand Lomé,public,F,2023,Pharmacie,S|R|I,0.648,14.66,15.48,15.12,-1,0.651,0.960,0.299,0.753,0
a01c8b718017e917,BAC_1,D,Kara,public,F,2023,Psychologie,S|R|I,0.577,13.51,13.36,13.4,1,0.524,0.418,0.375,0.449,1
92737762772188db,BAC_1,A,Centrale,public,M,2023,Communication et Journalisme,S|R|I,0.580,9.29,9.76,9.55,-1,0.773,0.920,0.267,0.770,1
28430007f684d7d8,BAC_1,A,Maritime,public,F,2024,Sociologie,S|R|I,0.501,10.76,11.1,9.99,-1,0.618,0.504,0.286,0.511,0
f3b37ce035f03c78,BAC_1,A,Maritime,public,F,2024,Lettres Modernes,S|R|I,0.475,8.2,6.77,7.88,1,0.462,0.558,0.452,0.509,0
97bd7fb22e3adcff,BAC_1,D,Plateaux Est,public,M,2023,Génie Civil,S|R|I,0.468,11.5,11.27,8.37,1,0.461,0.725,0.831,0.648,0
7b9755a99bf2fa4c,BAC_1,A,Grand Lomé,public,M,2024,Communication et Journalisme,S|R|I,0.548,12.02,11.57,12.06,1,0.596,0.616,0.714,0.624,1
32bdd5898fd4f33a,BAC_1,A,Plateaux Est,public,M,2023,Sciences Politiques,S|R|I,0.510,8.66,8.71,9.04,-1,0.573,0.802,0.104,0.617,0
ab7dbc68af8d839c,BAC_1,D,Centrale,public,F,2024,Génie Informatique,S|R|I,0.557,10.56,8.7,10.77,1,0.481,0.201,0.540,0.350,0
fdcfdbfc03eae47c,BAC_1,D,Savanes,privé,M,2024,Génie Mécanique,S|R|I,0.487,11.23,10.39,10.62,1,0.441,0.438,0.467,0.443,0
f3d399c7376b7faa,BAC_1,D,Maritime,privé,F,2023,Histoire,S|R|I,0.422,11.98,11.81,11.66,1,0.435,0.990,0.629,0.742,0
4b554fb5178e7f95,BAC_1,A,Centrale,public,F,2024,Lettres Modernes,S|R|I,0.451,10.43,10.22,11.81,1,0.378,0.364,0.601,0.404,0
8ea0dcd50c99c094,BAC_1,G3,Grand Lomé,public,F,2023,Banque et Assurance,S|R|I,0.529,11.3,10.61,10.9,1,0.395,0.534,0.508,0.481,0
b4d5cca3a1803c70,BAC_1,A,Plateaux Est,public,M,2024,STAPS (Activités Physiques et Sportives),S|R|I,0.570,10.55,11.13,11.06,-1,0.729,0.475,0.551,0.575,0
1f7304a974a59e7d,BAC_1,A,Centrale,privé,F,2024,Géographie,S|R|I,0.553,10.73,10.85,11.06,-1,0.511,0.391,0.542,0.456,1
1fdd36b1e0e3cc5f,BAC_1,A,Grand Lomé,public,F,2023,Droit,S|R|I,0.608,9.95,9.8,10.48,1,0.634,0.856,0.327,0.699,1
48c610eaa17ce864,BAC_1,D,Grand Lomé,public,F,2024,Tourisme et Hôtellerie,S|R|I,0.575,10.17,9.82,8.37,1,0.441,0.207,0.560,0.342,1
71f7ea48587a06f3,BAC_1,A,Centrale,public,M,2023,Sciences Politiques,S|R|I,0.524,11.47,11.43,11.32,1,0.519,0.837,0.864,0.730,0
4934bc6fddc57cc6,BAC_1,D,Maritime,privé,M,2024,Physique-Chimie,S|R|I,0.585,12.12,12.92,12.51,-1,0.538,0.487,0.805,0.552,0
bb4d2f4c6b32ff30,BAC_1,A,Maritime,public,M,2023,Droit,S|R|I,0.592,9.68,9.78,7.79,-1,0.625,0.804,0.305,0.666,0
7675b9828a76dd14,BAC_1,A,Plateaux Ouest,public,M,2023,Sociologie,S|R|I,0.396,9.23,8.5,8.71,1,0.384,0.718,0.664,0.593,0
095b042bf8c4cf3c,BAC_1,D,Plateaux Est,public,M,2024,Biologie,S|R|I,0.586,12.61,12.96,11.13,-1,0.566,0.100,0.178,0.275,0
3736370df3bca0cc,BAC_1,A,Plateaux Est,privé,F,2024,Tourisme et Hôtellerie,S|R|I,0.514,8.42,8.06,8.02,1,0.569,0.684,0.293,0.585,1
1b72fbe5e7f2342a,BAC_1,D,Grand Lomé,public,M,2023,Finance et Comptabilité,S|R|I,0.446,9.67,9.24,8.98,1,0.582,0.628,0.440,0.584,1
86244cb786ac88b7,BAC_1,D,Maritime,public,M,2023,Génie Informatique,S|R|I,0.544,8.49,8.48,8.9,1,0.716,0.822,0.990,0.810,0
eaaca06c2dbef559,BAC_1,D,Centrale,privé,M,2023,Pharmacie,S|R|I,0.588,10.54,11.51,9.95,-1,0.474,0.407,0.362,0.424,0
09c5e5fd88ad8ef5,BAC_1,D,Plateaux Est,public,M,2023,Biologie,S|R|I,0.441,10.52,10.08,11.61,1,0.435,0.787,0.263,0.585,0
d0524b7c01eda2ba,BAC_1,D,Centrale,public,M,2024,Gestion des Entreprises,S|R|I,0.535,10.23,9.34,11.83,1,0.697,0.394,0.343,0.492,1
2e11a58369cba816,BAC_1,D,Grand Lomé,public,F,2024,Physique-Chimie,S|R|I,0.467,12.79,11.0,12.54,1,0.482,0.573,0.100,0.470,0
17c106852dd78010,BAC_1,A,Savanes,public,M,2024,Sciences de l'Éducation,S|R|I,0.530,10.03,9.51,9.87,1,0.592,0.447,0.409,0.492,1
35a07ab7304a0a67,BAC_1,A,Maritime,public,M,2024,Géographie,S|R|I,0.435,10.11,10.81,10.0,-1,0.508,0.574,0.430,0.529,0
7ec341a66bb6ebc4,BAC_1,A,Savanes,public,F,2023,Psychologie,S|R|I,0.570,9.68,9.37,9.02,1,0.627,0.964,0.990,0.850,0
096ddea909ff6c69,BAC_1,A,Maritime,public,M,2023,STAPS (Activités Physiques et Sportives),S|R|I,0.573,9.43,8.99,8.7,1,0.527,0.776,0.851,0.700,0
5a1917504c1b2f23,BAC_1,A,Kara,public,M,2024,Sciences Politiques,S|R|I,0.492,12.28,12.24,12.06,1,0.544,0.248,0.490,0.388,1
706e4078e0eb96cd,BAC_1,A,Maritime,public,M,2024,Tourisme et Hôtellerie,S|R|I,0.524,13.24,12.58,14.11,1,0.502,0.188,0.537,0.350,1
8454fea7befcbd27,BAC_1,D,Grand Lomé,privé,M,2024,Sciences Infirmières,S|R|I,0.608,12.93,13.6,10.59,-1,0.691,0.458,0.465,0.541,0
caff27f4926aa486,BAC_1,A,Grand Lomé,public,F,2023,STAPS (Activités Physiques et Sportives),S|R|I,0.466,9.29,8.9,8.52,1,0.308,0.889,0.661,0.651,1
a8a9745409538455,BAC_1,G1,Plateaux Ouest,privé,F,2024,Banque et Assurance,S|R|I,0.503,10.28,10.25,11.33,1,0.463,0.634,0.515,0.556,1
51ff438786ae7a5c,BAC_1,D,Grand Lomé,public,M,2023,Informatique,S|R|I,0.595,11.3,10.95,9.64,1,0.558,0.664,0.676,0.629,1
100b651e32a82dc8,BAC_1,D,Grand Lomé,public,M,2024,Médecine,S|R|I,0.555,10.02,8.69,8.23,1,0.528,0.627,0.440,0.564,0
77d53e52db29134b,BAC_1,A,Plateaux Ouest,privé,F,2023,Géographie,S|R|I,0.527,11.34,11.23,10.75,1,0.543,0.990,0.559,0.769,1
b4a191b50046a363,BAC_1,D,Centrale,privé,M,2024,Sciences Infirmières,S|R|I,0.564,12.64,12.24,12.99,1,0.584,0.617,0.391,0.571,0
4f100d3e0affbfbc,BAC_1,A,Plateaux Ouest,public,M,2023,Sciences de l'Éducation,S|R|I,0.576,10.23,9.92,10.62,1,0.561,0.824,0.420,0.671,1
0da6471946ae3ee9,BAC_1,D,Centrale,public,M,2024,Sciences de l'Éducation,S|R|I,0.568,10.7,10.43,9.48,1,0.539,0.434,0.481,0.478,0
b0cf8f2473d21fee,BAC_1,D,Plateaux Ouest,privé,F,2023,Biologie,S|R|I,0.490,12.17,11.82,11.04,1,0.291,0.990,0.446,0.664,1
2e89a28ac2666121,BAC_1,D,Grand Lomé,privé,M,2023,Médecine,S|R|I,0.647,11.8,11.86,11.95,-1,0.619,0.844,0.464,0.708,0
45d5ca05c63833e1,BAC_1,C,Grand Lomé,public,F,2023,Informatique,S|R|I,0.456,10.06,9.45,7.62,1,0.406,0.763,0.505,0.599,1
46c53fedbe48d896,BAC_1,D,Maritime,public,M,2023,Agronomie,S|R|I,0.489,9.56,9.14,9.43,1,0.548,0.663,0.522,0.602,0
5e7d3c69808dddca,BAC_1,D,Kara,privé,M,2024,Biologie,S|R|I,0.579,13.89,12.33,14.17,1,0.570,0.422,0.766,0.525,0
bc93f7f7c4e39d8f,BAC_1,A,Centrale,public,F,2023,Histoire,S|R|I,0.410,12.24,12.56,13.71,-1,0.393,0.808,0.596,0.631,1
88100d42ef93f560,BAC_1,A,Plateaux Est,public,M,2023,Anglais,S|R|I,0.448,15.09,14.56,13.58,1,0.375,0.673,0.430,0.532,1
d192b7b491fd455d,BAC_1,D,Grand Lomé,public,M,2024,Sciences Forestières,S|R|I,0.517,10.22,8.97,10.22,1,0.562,0.578,0.287,0.529,0
